Реал Сосьедад-Мальорка,21.10.2023 в 19:00,1.57,3.85,7.00
Хетафе-Бетис,21.10.2023 в 21:15,2.50,3.10,3.15
Севилья-Реал М,21.10.2023 в 23:30,4.10,3.85,1.88
Сельта-Атлетико М,22.10.2023 в 02:00,3.45,3.50,2.15
ПСЖ-Страсбур,21.10.2023 в 22:00,1.24,6.80,12.0
Ницца-Марсель,22.10.2023 в 02:00,2.44,3.35,3.00
Хоффенхайм-Айнтрахт Ф,21.10.2023 в 20:30,2.14,3.60,3.40
Дармштадт-РБ Лейпциг,21.10.2023 в 20:30,6.20,5.00,1.47
Фрайбург-Бохум,21.10.2023 в 20:30,1.73,3.95,4.80
Унион Берлин-Штутгарт,21.10.2023 в 20:30,2.50,3.55,2.80
Нэшвилл-Н-Й Ред Буллс,22.10.2023 в 05:00,3.10,3.65,2.26
Цинциннати-Атланта,22.10.2023 в 05:00,1.78,4.20,4.10
Торонто-Орландо Сити,22.10.2023 в 05:00,3.45,3.95,2.00
Н-Й Сити-Чикаго,22.10.2023 в 05:00,1.71,4.10,4.80
Коламбус Крю-Монреаль,22.10.2023 в 05:00,1.45,5.20,6.40
Нью Ингланд-Филадельфия,22.10.2023 в 05:00,2.05,4.00,3.30
ПСВ Эйндховен-Фортуна Ситтард,21.10.2023 в 23:45,1.11,9.40,19.0
Ваалвейк-Волендам,21.10.2023 в 23:45,1.68,4.20,4.40
НЕК Неймеген-Алмере Сити,22.10.2023 в 01:00,1.79,3.85,4.10
Фейеноорд-Витесс,22.10.2023 в 02:00,1.15,8.00,16.0
АЗ Алкмар-Херенвен,22.10.2023 в 02:00,1.29,5.60,9.20
Зенит С-Пб (ж)-Звезда-2005 (ж),21.10.2023 в 20:30,1.10,7.80,19.0
ЦСКА (ж)-Динамо М (ж),21.10.2023 в 20:30,1.25,5.50,10.0
Куяба-Гояс,22.10.2023 в 04:30,1.95,3.15,4.30
Престон-Миллуолл,21.10.2023 в 18:30,2.36,3.15,3.00
Вест Бромвич-Плимут Аргайл,21.10.2023 в 21:00,1.70,3.80,4.60
Сток Сити-Сандерленд,21.10.2023 в 21:00,2.41,3.40,2.75
Суонси Сити-Лестер Сити,21.10.2023 в 21:00,4.20,3.80,1.76
Норвич Сити-Лидс Юнайтед,21.10.2023 в 21:00,2.90,3.50,2.27
Бристоль Сити-Ковентри Сити,21.10.2023 в 21:00,2.35,3.35,2.90
Блэкберн Роверс-Кардифф Сити,21.10.2023 в 21:00,2.04,3.55,3.35
